SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 8
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A24        F1         PIA                        131.0        249.0      71.29
A24        F2         IND                        317.0        447.0      89.94
A24        F3         FWA                        525.0        652.0      81.84
A24        F4         CID                        725.0        869.0      97.55
A25        F1         CMI                        138.0        255.0      73.50
A25        F2         MDW                        350.0        436.0      26.13
A25        F3         MDW                        570.0        666.0      26.13
A26        F1         FWA                        133.0        259.0      81.84
A26        F2         BMI                        341.0        457.0      65.89
A27        F1         MKE                        173.0        270.0      46.50
A27        F2         MSN                        360.0        471.0      62.94
A27        F3         SPI                        544.0        667.0      88.71
A28        F1         LAF                        105.0        271.0      67.12
A28        F2         MKE                        435.0        533.0      46.50
A29        F1         MLI                        166.0        289.0      74.97
A29        F2         CID                        361.0        499.0      97.55
A29        F3         GRR                        584.0        707.0      73.99
A30        F1         MLI                        166.0        291.0      74.97
A30        F2         IND                        444.0        581.0      89.94
A31        F1         IND                        156.0        294.0      89.94
A31        F2         MLI                        488.0        618.0      74.97
A32        F1         CMI                        188.0        302.0      73.50
A32        F2         LAN                        391.0        520.0      90.43
A33        F1         CID                        164.0        302.0      97.55
A33        F2         GRR                        462.0        589.0      73.99
A34        F1         SPI                        168.0        304.0      88.71
A34        F2         GRR                        490.0        615.0      73.99
A35        F1         MLI                        185.0        315.0      74.97
A35        F2         IND                        490.0        623.0      89.94
A36        F1         LAF                        192.0        347.0      67.12
A36        F2         SPI                        518.0        655.0      88.71
A37        F1         SPI                        277.0        405.0      88.71
A37        F2         LAF                        541.0        707.0      67.12
A38        F1         SPI                        330.0        456.0      88.71
A38        F2         LAF                        611.0        774.0      67.12
A39        F1         FWA                        324.0        457.0      81.84
A39        F2         IND                        558.0        684.0      89.94
